"PID","MS.SubClass","Lot.Frontage","Lot.Area","Overall.Qual","Overall.Cond","Year.Built","Year.Remod.Add","Mas.Vnr.Area","BsmtFin.SF.1","BsmtFin.SF.2","Bsmt.Unf.SF","Total.Bsmt.SF","X1st.Flr.SF","X2nd.Flr.SF","Low.Qual.Fin.SF","Gr.Liv.Area","Bsmt.Full.Bath","Bsmt.Half.Bath","Full.Bath","Half.Bath","Bedroom.AbvGr","Kitchen.AbvGr","TotRms.AbvGrd","Fireplaces","Garage.Yr.Blt","Garage.Cars","Garage.Area","Wood.Deck.SF","Open.Porch.SF","Enclosed.Porch","X3Ssn.Porch","Screen.Porch","Pool.Area","Misc.Val","Mo.Sold","Yr.Sold","SalePrice"
905104180,20,57,9764,5,7,1967,2003,0,702,0,192,894,894,0,0,894,1,0,1,0,3,1,5,0,1967,2,450,0,0,0,0,0,0,0,5,2008,130000
905107280,85,68,7703,6,8,1978,1978,40,450,0,0,450,1034,0,0,1034,0,1,1,0,3,1,6,1,1978,2,504,311,0,0,0,0,0,0,5,2008,153000
905107380,20,68,9981,5,5,1967,1967,340,221,0,852,1073,1073,0,0,1073,0,0,1,0,3,1,6,0,1967,1,270,0,90,0,0,0,0,0,3,2008,120000
905108170,85,68,7400,5,5,1984,1984,0,104,956,0,1060,1126,0,0,1126,1,0,1,0,2,1,5,0,1984,2,506,178,0,0,0,0,0,0,3,2008,152000
905200090,90,60,12900,4,4,1969,1969,0,1198,0,0,1198,1258,0,0,1258,2,0,0,2,0,2,6,0,1969,2,400,120,0,0,0,0,0,0,1,2008,108959
905200100,190,60,12900,5,4,1920,1950,0,1300,0,0,1300,1140,0,0,1140,1,0,1,0,3,1,6,0,1920,2,400,0,0,190,0,0,0,0,1,2008,95541
905200160,20,68,9000,5,3,1959,1959,0,288,0,718,1006,1006,0,0,1006,0,0,1,0,3,1,5,0,1979,0,0,0,24,0,0,0,0,0,7,2008,80000
905200510,20,68,8544,5,6,1966,2006,0,0,0,1228,1228,1228,0,0,1228,0,0,1,1,3,1,6,0,1966,1,271,0,65,0,0,0,0,0,6,2008,149350
905201110,20,88,14175,6,8,1956,1956,0,776,0,212,988,1188,0,0,1188,1,0,1,0,1,1,4,1,1956,2,621,102,89,231,0,0,0,0,6,2008,185000
905201120,20,68,13284,5,5,1954,1954,0,1064,0,319,1383,1383,0,0,1383,1,0,1,0,3,1,6,1,1954,1,354,511,116,0,0,0,0,0,6,2008,165000
905225040,80,85,13825,5,6,1958,1987,0,0,0,533,533,1021,580,0,1601,0,1,1,0,3,1,6,0,1958,1,300,280,34,0,0,0,0,0,12,2008,140000
905226030,30,60,10200,5,8,1940,1997,0,0,0,672,672,672,0,0,672,0,0,1,0,2,1,4,0,1940,1,240,168,0,0,0,0,0,0,8,2008,108000
905226110,190,68,10532,5,3,1960,1960,275,988,0,0,988,1721,0,0,1721,1,0,2,0,3,1,7,2,1960,2,626,50,84,0,0,0,0,0,12,2008,145000
905227050,50,63,8375,5,7,1941,1973,0,336,0,240,576,864,486,0,1350,1,0,1,1,2,1,6,0,1973,3,627,0,0,0,0,0,0,0,6,2008,152400
905351089,120,68,2887,6,5,1996,1997,0,1003,0,288,1291,1291,0,0,1291,1,0,1,0,2,1,6,1,1996,2,431,307,0,0,0,0,0,0,11,2008,173000
905352070,20,82,20270,7,6,1979,1979,0,599,0,925,1524,1524,0,0,1524,1,0,2,0,3,1,7,2,1979,2,478,140,0,0,0,0,0,0,4,2008,245000
905401060,20,68,53227,4,6,1954,1994,0,1116,0,248,1364,1663,0,0,1663,1,0,1,0,2,1,6,2,1954,2,529,224,137,0,0,0,0,0,3,2008,256000
905403060,50,50,5190,7,5,1948,1950,0,0,0,570,570,617,462,0,1079,0,0,1,0,2,1,5,1,1948,1,249,135,0,0,0,0,0,0,1,2008,125600
905425125,50,75,45600,6,8,1908,1997,0,0,0,907,907,1307,1051,0,2358,0,0,3,0,5,1,10,1,1908,2,360,486,40,0,0,175,0,0,9,2008,240000
905426030,30,85,19550,5,7,1940,2007,0,1035,0,545,1580,1518,0,0,1518,1,0,1,0,2,1,5,2,1979,0,0,0,39,0,0,0,0,0,1,2008,260000
905427050,50,66,21780,6,7,1918,1950,0,0,0,1163,1163,1163,511,0,1674,0,0,2,0,4,1,8,1,1955,2,396,72,36,0,0,144,0,0,7,2008,185000
905427070,70,120,13728,6,7,1935,1986,0,626,0,501,1127,1236,872,0,2108,0,0,2,0,4,1,7,2,1935,2,540,0,0,0,0,90,0,0,7,2008,235000
905451330,20,68,9571,5,6,1956,1956,0,870,0,639,1509,1509,0,0,1509,1,0,1,0,3,1,6,1,1956,1,322,158,0,0,0,576,0,0,7,2008,159900
905452120,60,50,9360,6,8,1962,2001,216,324,0,297,621,621,648,0,1269,0,0,1,1,3,1,7,0,1962,1,280,0,236,0,0,0,0,0,11,2008,134500
905476120,50,50,8405,5,8,1900,1950,0,241,391,229,861,961,406,0,1367,1,0,1,0,4,1,7,0,1978,1,384,0,130,112,0,0,0,0,4,2008,119000
905479110,190,68,10880,5,5,1950,1950,0,1040,0,124,1164,1164,0,0,1164,1,0,1,0,3,1,5,0,1950,1,240,0,48,0,0,0,0,0,8,2008,125000
906204150,60,86,11839,7,5,1990,1990,99,1085,0,390,1475,1532,797,0,2329,1,0,2,1,4,1,10,1,1990,2,514,192,121,0,0,0,0,0,5,2008,262280
906204280,60,68,9771,6,5,1995,2002,190,779,0,298,1077,1093,1721,0,2814,0,1,2,1,4,1,9,1,1995,2,614,48,32,0,0,216,0,0,6,2008,260000
906223110,20,80,9938,7,5,1994,1994,251,1271,0,331,1602,1626,0,0,1626,1,0,2,1,3,1,7,1,1994,2,534,424,40,0,0,0,0,0,4,2008,226500
906223220,80,85,10541,7,5,1996,1996,0,0,0,672,672,1302,735,0,2037,0,0,2,1,3,1,8,1,1996,2,472,100,33,0,0,0,0,0,2,2008,229000
906380030,20,65,9345,8,5,2007,2007,156,0,0,1615,1615,1615,0,0,1615,0,0,2,0,3,1,7,1,2007,3,864,168,30,0,0,0,0,0,5,2008,248500
906412050,20,91,11778,9,5,2008,2008,402,1153,0,598,1751,1766,0,0,1766,1,0,2,1,3,1,8,2,2008,3,874,216,36,0,0,0,0,0,12,2008,395039
906420130,60,59,11228,7,5,1993,1993,0,50,531,499,1080,1080,1017,0,2097,0,1,2,1,3,1,9,1,1993,3,678,196,187,0,0,0,0,0,12,2008,228000
906476030,60,79,12798,6,5,1997,1997,0,462,0,154,616,616,1072,0,1688,1,0,2,1,4,1,8,0,1997,2,603,403,114,185,0,0,0,400,5,2008,200000
907126030,20,65,9750,5,7,1994,1994,0,722,0,268,990,990,0,0,990,1,0,1,0,3,1,5,0,1997,2,528,168,0,0,0,0,0,0,8,2008,155000
907135020,20,75,9525,5,6,1995,2006,0,0,0,1099,1099,1099,0,0,1099,0,0,1,1,3,1,6,0,1999,1,352,278,0,0,0,0,0,0,6,2008,144000
907135260,20,57,9245,5,5,1994,1995,0,686,0,304,990,990,0,0,990,0,1,1,0,3,1,5,0,1996,2,672,0,0,0,0,0,0,0,2,2008,145000
907175080,20,68,8696,7,5,1997,1998,150,1308,0,110,1418,1418,0,0,1418,1,0,2,0,3,1,5,1,1997,2,558,208,110,0,0,0,0,0,5,2008,226001
907181120,60,68,8998,7,5,2000,2000,120,527,0,255,782,782,870,0,1652,0,0,2,1,3,1,6,0,2000,2,532,0,70,0,0,0,0,0,6,2008,207500
907181140,60,68,9179,7,5,1999,1999,158,633,0,240,873,882,908,0,1790,1,0,2,1,3,1,7,0,1999,2,588,0,88,0,0,0,0,0,6,2008,193000
907187030,60,57,8924,7,5,1998,1999,0,0,0,880,880,880,844,0,1724,0,0,2,1,3,1,8,0,1998,2,527,120,155,0,0,0,0,0,7,2008,188000
907187080,20,93,9382,7,5,1999,2000,125,0,0,1468,1468,1479,0,0,1479,0,0,2,0,3,1,6,0,1999,2,577,120,25,0,0,0,0,0,7,2008,191000
907192130,20,88,12803,7,5,2002,2002,99,922,0,572,1494,1494,0,0,1494,1,0,2,0,3,1,6,1,2002,2,530,192,36,0,0,0,0,0,9,2008,221000
907194020,60,80,12435,7,5,2001,2001,172,361,0,602,963,963,829,0,1792,0,0,2,1,3,1,7,1,2001,2,564,0,96,0,245,0,0,0,5,2008,231500
907196040,60,75,12192,7,5,2000,2001,0,663,0,265,928,928,895,0,1823,1,0,2,1,3,1,6,0,2000,2,626,192,36,0,0,0,0,4500,5,2008,235000
907196050,60,68,11250,7,5,2001,2002,162,486,0,434,920,920,866,0,1786,1,0,2,1,3,1,6,1,2001,2,608,0,42,0,0,0,0,0,9,2008,223500
907202160,80,68,10970,6,6,1978,1978,0,505,435,0,940,1026,0,0,1026,1,0,1,0,3,1,5,0,1981,2,576,0,0,34,0,0,0,0,10,2008,147000
907202190,20,68,9216,5,6,1975,1975,176,294,0,782,1076,1076,0,0,1076,0,0,1,1,3,1,5,1,1985,2,576,0,0,0,0,0,0,0,9,2008,143195
907202240,20,40,14330,5,6,1975,2001,0,88,596,180,864,1558,0,0,1558,1,0,2,0,2,1,5,0,1975,2,440,140,0,239,0,227,0,0,8,2008,163000
907203090,20,88,7990,5,6,1975,1975,0,0,0,924,924,924,0,0,924,0,0,1,0,3,1,5,0,1981,1,280,0,0,0,0,0,0,0,4,2008,110000
907227050,20,60,7180,5,7,1972,1972,0,390,0,474,864,864,0,0,864,0,0,1,0,3,1,5,0,1989,1,352,0,0,0,0,0,0,0,5,2008,127000
907250020,20,75,9742,8,5,2002,2002,281,0,0,1777,1777,1795,0,0,1795,0,0,2,0,3,1,7,1,2002,2,534,171,159,0,0,0,0,0,9,2008,230000
907251090,60,75,9473,8,5,2002,2002,0,804,0,324,1128,1128,903,0,2031,1,0,2,1,3,1,7,1,2002,2,577,0,211,0,0,0,0,0,3,2008,237000
907253060,60,68,10316,7,5,2000,2000,0,735,0,257,992,992,873,0,1865,1,0,2,1,3,1,7,1,2000,3,839,0,184,0,0,0,0,0,6,2008,235000
907254090,60,75,11404,7,5,1998,1999,202,252,0,901,1153,1153,878,0,2031,0,0,2,1,3,1,8,1,1998,2,541,192,84,0,0,0,0,0,7,2008,222500
907255020,60,68,9240,8,5,2001,2002,396,0,0,1055,1055,1055,1208,0,2263,0,0,2,1,3,1,7,1,2001,2,905,0,45,0,0,189,0,0,9,2008,287000
907255060,20,68,14860,8,5,2002,2003,240,1538,0,240,1778,1786,0,0,1786,1,0,2,0,3,1,6,1,2002,3,715,182,35,0,0,0,0,0,6,2008,300000
907262030,60,65,8158,7,5,2003,2003,252,550,0,334,884,884,884,0,1768,1,0,2,1,3,1,8,0,2003,2,543,0,63,0,0,0,0,0,7,2008,224900
907265100,60,96,11690,8,5,1999,2000,192,0,0,850,850,886,878,0,1764,0,0,2,1,3,1,7,1,1999,2,560,120,29,0,0,0,0,0,6,2008,207000
907295020,20,75,13125,6,5,1997,1998,215,994,0,484,1478,1493,0,0,1493,1,0,2,0,3,1,7,1,1997,2,508,140,39,0,0,0,0,0,4,2008,208900
907405020,20,70,9135,7,5,2002,2003,113,810,0,726,1536,1536,0,0,1536,1,0,2,0,3,1,7,0,2002,2,532,192,74,0,0,0,0,0,12,2008,214000
907412040,20,75,9750,7,5,2004,2004,50,24,0,1421,1445,1445,0,0,1445,0,0,2,0,3,1,6,0,2004,2,470,0,35,0,0,0,0,0,6,2008,186500
907412070,20,65,8450,7,5,2004,2004,266,946,0,490,1436,1436,0,0,1436,1,0,2,0,3,1,8,0,2004,2,484,139,98,0,0,0,0,0,4,2008,210000
907412080,60,64,8320,7,5,2004,2004,0,490,0,280,770,770,812,0,1582,0,0,2,1,3,1,6,0,2004,2,520,0,45,0,0,0,0,0,9,2008,185900
907420080,60,63,8199,7,5,2005,2005,0,648,0,80,728,728,728,0,1456,1,0,2,1,3,1,7,1,2005,2,410,36,18,0,0,0,0,0,10,2008,189000
907425015,120,68,4426,6,5,2004,2004,147,697,0,151,848,848,0,0,848,1,0,1,0,1,1,3,1,2004,2,420,149,0,0,0,0,0,0,5,2008,141000
907425030,120,68,4438,6,5,2004,2004,205,662,0,186,848,848,0,0,848,1,0,1,0,1,1,3,1,2004,2,420,149,0,0,0,0,0,0,1,2008,149000
907425035,120,68,4438,6,5,2004,2004,169,662,0,186,848,848,0,0,848,1,0,1,0,1,1,4,1,2004,2,420,140,0,0,0,0,0,0,6,2008,144500
908102030,30,67,8777,5,7,1910,1950,0,0,0,796,796,796,0,0,796,0,0,1,0,2,1,4,0,1979,0,0,328,0,164,0,0,0,0,5,2008,85000
908102040,90,67,8777,5,7,1900,2003,0,1084,0,188,1272,1272,928,0,2200,2,0,2,2,4,2,9,0,1979,0,0,0,70,0,0,0,0,0,9,2008,145900
908102140,20,75,9825,5,5,1966,1966,0,609,0,483,1092,1092,0,0,1092,0,0,1,0,3,1,6,0,1966,1,264,259,0,0,0,161,0,0,4,2008,123000
908103260,85,64,12102,5,5,1976,1976,222,456,0,0,456,1033,0,0,1033,0,1,1,0,3,1,6,0,1976,2,504,224,0,0,0,0,0,0,4,2008,165000
908103280,20,65,6500,6,6,1976,1976,84,1033,0,94,1127,1127,0,0,1127,0,1,1,1,3,1,6,1,1991,2,480,0,0,138,0,0,0,0,5,2008,135000
908127120,30,63,13907,5,6,1940,1969,0,290,0,706,996,996,0,0,996,1,0,1,0,3,1,6,1,1979,0,0,144,0,0,0,0,0,0,7,2008,108000
908128050,85,90,10012,4,5,1972,1972,0,920,180,38,1138,1181,0,0,1181,1,0,2,0,3,1,6,0,1974,2,588,0,0,180,0,0,0,0,4,2008,137500
908128110,60,60,6931,7,5,2003,2004,92,0,0,746,746,760,896,0,1656,0,0,2,1,3,1,7,1,2003,2,397,178,128,0,0,0,0,0,7,2008,165400
908151040,80,68,9638,6,6,1977,1977,0,368,120,541,1029,1117,0,0,1117,1,0,1,0,3,1,6,1,1977,2,542,292,0,0,0,0,0,0,11,2008,147000
908152270,20,60,7024,4,5,2005,2005,0,1024,0,108,1132,1132,0,0,1132,1,0,1,1,2,1,5,0,2005,2,451,252,64,0,0,0,0,0,6,2008,176000
908154235,60,313,63887,10,5,2008,2008,796,5644,0,466,6110,4692,950,0,5642,2,0,2,1,3,1,12,3,2008,2,1418,214,292,0,0,0,480,0,1,2008,160000
908201110,90,65,6012,4,5,1955,1955,0,0,0,0,0,1152,0,0,1152,0,0,2,0,2,2,6,0,1979,0,0,0,0,0,0,0,0,0,6,2008,82000
908204160,90,74,6845,4,5,1955,1955,58,0,0,0,0,1152,0,0,1152,0,0,2,0,2,2,6,0,1979,0,0,0,0,0,0,0,0,0,7,2008,82500
908225170,190,56,6931,4,5,1955,1955,0,784,0,0,784,784,0,0,784,1,0,1,0,2,1,4,0,1979,0,0,112,0,0,0,0,0,0,5,2008,91900
908226120,50,60,12180,5,7,1938,2007,0,0,0,585,585,585,468,0,1053,0,0,1,1,2,1,5,0,1979,0,0,42,0,0,0,0,0,0,1,2008,120000
908250090,20,68,9520,4,5,1953,1953,115,767,0,144,911,930,0,0,930,0,0,1,0,2,1,5,0,1953,1,286,134,0,0,0,0,0,3000,5,2008,99000
908275130,50,70,11767,5,6,1946,1995,0,352,0,416,768,768,432,0,1200,0,0,1,0,3,1,6,0,1946,1,240,0,0,0,0,0,0,0,5,2008,130500
908276140,80,62,7692,4,6,1954,1954,0,0,0,416,416,1204,0,0,1204,0,0,1,0,3,1,6,0,1954,1,312,0,0,0,0,0,0,0,11,2008,100000
909100150,30,67,5142,4,7,1923,2008,0,224,0,725,949,949,343,0,1292,0,0,1,1,3,1,6,0,1923,1,205,0,0,183,0,0,0,0,6,2008,108000
909101060,30,45,8248,3,3,1914,1950,0,41,0,823,864,864,0,0,864,1,0,1,0,2,1,5,0,1979,0,0,0,0,100,0,0,0,0,9,2008,67000
909131170,70,68,12155,6,8,1925,1950,0,156,0,516,672,810,672,0,1482,0,0,2,0,4,1,7,0,1934,1,400,0,0,254,0,0,0,0,3,2008,140000
909175050,75,60,8400,5,8,1939,1997,0,378,0,342,720,1052,720,420,2192,0,0,2,1,4,1,8,1,1939,1,240,262,24,0,0,0,0,0,7,2008,179500
909175100,50,60,8400,6,5,1925,1950,0,423,0,758,1181,1390,304,0,1694,0,0,2,0,4,1,7,1,1925,2,576,342,0,128,0,0,0,0,6,2008,136500
909177120,30,60,7290,7,8,1921,1950,174,0,0,1228,1228,1424,0,0,1424,0,0,2,0,2,1,7,1,1921,1,312,0,0,90,0,0,0,0,4,2008,168000
909201110,70,55,8525,5,6,1911,1950,0,0,0,940,940,1024,940,0,1964,0,0,1,1,4,1,7,0,1979,0,0,0,192,0,0,0,0,0,11,2008,130000
909250040,70,51,9842,5,6,1921,1998,0,0,0,612,612,990,1611,0,2601,0,0,3,1,4,1,8,0,1998,2,621,183,0,301,0,0,0,0,5,2008,189000
909250230,90,64,7804,6,7,1930,1950,0,281,679,0,960,960,960,0,1920,2,0,2,2,4,2,10,2,1930,2,480,248,0,121,0,0,0,0,7,2008,161900
909251080,70,66,8969,6,6,1926,1950,0,379,0,265,644,672,644,0,1316,1,0,1,0,2,1,6,1,2001,1,369,0,0,0,0,192,0,0,7,2008,145000
909251090,70,79,11526,6,7,1922,1994,0,0,0,588,588,1423,748,384,2555,0,0,2,0,3,1,11,1,1993,2,672,431,0,0,0,0,0,0,9,2008,191000
909252110,70,63,15576,6,7,1915,1976,0,0,0,840,840,840,840,0,1680,0,0,2,0,4,1,8,0,1960,1,308,0,0,160,0,0,0,0,3,2008,177000
909252220,50,63,15564,6,6,1914,1995,0,0,0,676,676,676,588,0,1264,0,0,1,0,3,1,6,0,1994,2,400,424,0,0,0,0,0,400,1,2008,147500
909253190,30,52,6292,6,5,1930,1950,0,384,0,384,768,790,0,0,790,0,0,1,0,2,1,4,0,1925,1,160,0,141,0,0,0,0,0,4,2008,91000
909254050,70,54,7609,8,9,1925,1997,0,406,0,392,798,798,714,0,1512,1,0,2,0,3,1,7,1,1925,1,180,85,16,41,0,0,0,0,6,2008,231000
909275050,70,60,7200,7,6,1931,2000,0,0,0,776,776,851,651,0,1502,0,0,1,1,3,1,6,1,1931,1,270,0,0,112,0,0,0,0,2,2008,149000
909276170,70,74,11988,6,7,1934,1995,0,326,0,389,715,849,811,0,1660,0,0,1,1,3,1,6,1,1939,1,240,0,0,0,0,0,0,0,8,2008,188700
909281030,20,79,7801,6,5,1951,1951,88,500,0,591,1091,1091,0,0,1091,0,1,1,0,2,1,5,1,1951,1,344,66,105,0,0,221,0,0,5,2008,104000
909425010,50,68,15660,7,9,1939,2006,312,341,0,457,798,1137,817,0,1954,0,1,1,1,3,1,8,2,1939,2,431,0,119,150,0,0,0,0,5,2008,311500
909425085,50,70,12392,7,9,1950,2000,0,435,0,397,832,1218,943,0,2161,1,0,2,1,3,1,8,2,1994,2,506,0,96,0,0,0,0,0,4,2008,263400
909428190,20,68,14778,6,7,1954,2006,72,728,0,568,1296,1640,0,0,1640,1,0,1,0,3,1,7,1,1993,2,924,108,0,0,216,0,0,0,11,2008,224000
909451150,160,24,1950,6,6,1980,1980,0,81,612,23,716,716,840,0,1556,1,0,2,1,3,1,6,1,1980,2,452,161,0,0,0,0,0,0,7,2008,151000
910200080,30,50,7000,6,8,1926,1998,0,299,40,555,894,919,0,0,919,1,0,1,0,2,1,5,0,1926,1,195,0,0,116,0,0,0,0,7,2008,126000
910202050,30,40,3636,4,4,1922,1950,0,0,0,796,796,796,0,0,796,0,0,1,0,2,1,5,0,1979,0,0,0,0,100,0,0,0,0,1,2008,55000
910202100,30,68,5890,6,8,1930,2007,0,538,0,278,816,816,0,0,816,0,0,1,0,2,1,5,0,2002,1,432,0,0,96,0,0,0,0,6,2008,120500
910203020,30,71,6900,5,6,1940,1955,0,403,125,212,740,778,0,0,778,0,0,1,0,2,1,4,1,1966,1,924,0,25,0,0,0,0,0,2,2008,120500
910205010,80,75,6000,5,5,1967,1967,0,257,0,367,624,1092,564,0,1656,0,0,1,1,3,1,7,1,1967,1,288,0,180,0,0,100,0,0,7,2008,126000
910206110,30,60,7392,5,7,1930,1995,0,0,0,520,520,912,0,0,912,0,0,1,0,2,1,5,0,1934,1,360,0,90,0,0,0,0,0,5,2008,99500
910226040,50,75,9000,5,5,1958,1958,162,330,0,821,1151,1151,804,0,1955,0,0,2,0,4,1,7,0,1958,1,356,0,0,0,0,0,0,0,1,2008,165500
911102090,70,60,5280,4,7,1895,1950,0,0,0,173,173,825,536,0,1361,0,0,1,0,2,1,6,0,1895,1,185,0,123,0,0,0,0,0,7,2008,89000
911102170,70,50,8500,4,4,1920,1950,0,0,0,649,649,649,668,0,1317,0,0,1,0,3,1,6,0,1920,1,250,0,54,172,0,0,0,0,7,2008,40000
911102180,50,52,5150,4,7,1910,2000,0,0,0,356,356,671,378,0,1049,0,0,1,0,2,1,5,0,1910,1,195,0,0,0,0,0,0,0,5,2008,80900
911226010,30,120,18000,3,4,1935,1950,0,0,0,894,894,894,0,0,894,0,0,1,0,2,1,6,0,1994,3,1248,0,20,0,0,0,0,560,8,2008,81000
911226030,70,60,9000,4,6,1920,1950,0,0,0,592,592,432,432,0,864,0,0,1,1,3,1,5,0,1920,1,216,0,30,160,0,0,0,0,6,2008,65000
911370410,120,64,5587,8,5,2008,2008,186,1480,0,120,1600,1652,0,0,1652,1,1,2,0,2,1,5,1,2008,2,482,162,53,0,153,0,0,0,11,2008,392500
911370520,120,44,3811,7,5,2004,2005,174,1474,0,120,1594,1646,0,0,1646,1,1,2,0,2,1,5,1,2004,2,482,128,53,0,0,155,0,0,7,2008,250000
911370540,120,44,3842,8,5,2004,2005,174,1373,0,221,1594,1646,0,0,1646,1,1,2,0,2,1,5,1,2004,2,482,128,53,0,0,155,0,0,1,2008,275000
914453045,20,68,23730,7,5,1996,1997,668,700,0,1140,1840,2032,0,0,2032,1,0,3,0,3,1,7,0,1996,3,786,0,46,192,0,0,0,0,9,2008,300000
914465060,20,68,13265,8,5,2002,2002,148,1218,0,350,1568,1689,0,0,1689,1,0,2,0,3,1,7,2,2002,3,857,150,59,0,0,0,0,0,7,2008,271000
914467050,60,68,11050,7,5,1996,1997,0,0,0,910,910,910,910,0,1820,0,0,2,1,3,1,8,1,1996,3,816,318,32,0,0,0,0,0,9,2008,213000
914475020,80,76,9880,6,6,1977,1977,0,522,0,574,1096,1118,0,0,1118,1,0,1,0,3,1,6,1,1977,1,358,203,0,0,0,0,576,0,7,2008,171000
914476010,20,75,10125,6,6,1977,1977,0,641,279,276,1196,1279,0,0,1279,0,1,2,0,3,1,6,2,1980,2,473,238,83,0,0,0,0,0,2,2008,171500
914476080,90,76,10260,5,4,1976,1976,0,0,0,0,0,936,936,0,1872,0,0,2,2,4,2,8,0,1976,2,484,0,0,0,0,0,0,0,11,2008,100000
916125425,190,68,164660,5,6,1965,1965,0,1249,147,103,1499,1619,167,0,1786,2,0,2,0,3,1,7,2,1965,2,529,670,0,0,0,0,0,700,8,2008,228950
916226030,120,42,4084,7,6,1986,1986,340,893,0,384,1277,1501,0,0,1501,1,0,2,0,2,1,6,1,1986,2,512,240,0,0,0,0,0,0,7,2008,241500
916382120,20,71,9520,8,5,2007,2008,338,1513,0,125,1638,1646,0,0,1646,1,0,2,0,3,1,7,1,2008,3,800,192,44,0,0,0,0,0,4,2008,293077
916384100,60,107,12852,8,5,2007,2007,0,770,0,150,920,920,860,0,1780,1,0,2,1,3,1,6,1,2007,2,612,0,192,0,0,0,0,0,1,2008,264966
916386080,80,73,9735,5,5,2006,2007,0,0,0,384,384,754,640,0,1394,0,0,2,1,3,1,7,0,2007,2,400,100,0,0,0,0,0,0,5,2008,167500
916386180,60,81,12018,7,5,2008,2008,60,0,0,796,796,796,816,0,1612,0,0,2,1,3,1,6,0,2008,3,666,0,64,0,0,0,0,0,10,2008,218689
916402015,20,75,12890,6,5,1989,1989,128,0,0,1495,1495,1495,0,0,1495,0,0,2,0,3,1,8,1,1989,2,438,252,0,192,0,0,0,0,7,2008,150000
916402115,20,47,12416,6,5,1986,1986,132,1398,208,0,1606,1651,0,0,1651,1,0,2,0,3,1,7,1,1986,2,616,192,0,0,0,0,0,0,11,2008,184000
916402215,20,93,18265,6,5,1986,1986,228,920,60,276,1256,1256,0,0,1256,0,0,2,0,3,1,6,1,1986,2,578,282,0,0,0,0,0,0,3,2008,180000
916460060,20,68,7915,6,5,1999,2000,0,1223,0,443,1666,1675,0,0,1675,1,0,2,0,3,1,6,0,1999,2,435,165,52,0,0,0,0,0,12,2008,195000
916477020,60,85,12244,8,5,2003,2003,226,871,0,611,1482,1482,780,0,2262,1,0,2,1,4,1,10,2,2003,3,749,168,0,0,0,0,0,0,8,2008,305000
921201060,20,85,11447,8,5,2005,2006,674,1571,0,393,1964,1964,0,0,1964,1,0,2,1,3,1,7,1,2005,3,892,0,265,0,0,0,0,0,6,2008,370000
923202015,90,78,7060,7,5,1997,1998,200,1309,0,35,1344,1344,0,0,1344,2,0,2,0,2,2,8,0,1997,4,784,0,0,0,0,0,0,0,11,2008,206300
923202137,20,77,9278,5,5,2007,2008,0,0,0,1092,1092,1092,0,0,1092,0,0,1,0,2,1,5,0,1979,0,0,0,52,0,0,0,0,0,2,2008,146000
923203140,120,32,4500,6,5,1997,1997,197,864,0,325,1189,1189,0,0,1189,1,0,2,0,2,1,4,0,1997,2,392,0,122,0,0,0,0,0,4,2008,160500
923204040,85,150,14137,4,5,1964,1964,98,865,247,88,1200,1200,0,0,1200,1,0,1,0,3,1,6,0,1964,3,850,0,119,0,0,171,0,0,11,2008,173000
923225080,120,68,4224,5,6,1975,1975,0,769,0,271,1040,1040,0,0,1040,0,0,1,0,3,1,6,0,1975,2,499,0,100,0,0,0,0,0,6,2008,124000
923225150,160,68,2665,5,6,1976,1976,0,0,0,264,264,616,688,0,1304,0,0,1,1,3,1,4,1,1976,1,336,141,24,0,0,0,0,0,6,2008,115000
923225200,160,41,2665,5,7,1976,1976,0,318,0,232,550,925,550,0,1475,0,0,2,0,4,1,6,1,1976,1,336,92,26,0,0,0,0,0,5,2008,129500
923227030,20,68,17979,5,6,1968,1968,0,785,0,328,1113,1160,0,0,1160,1,0,1,0,3,1,6,0,1968,1,257,81,0,0,0,0,0,500,2,2008,152500
923228080,160,21,1477,6,9,1970,2007,0,358,0,188,546,546,546,0,1092,0,0,2,1,3,1,6,0,1979,0,0,187,0,0,0,0,0,0,3,2008,98000
923228420,180,21,1890,4,7,1972,1972,0,495,0,135,630,630,0,0,630,1,0,1,0,1,1,3,0,1979,0,0,88,0,0,0,0,0,0,6,2008,81000
923250210,20,100,21750,5,5,1954,1954,0,0,0,988,988,988,0,0,988,0,0,1,0,2,1,4,0,1954,2,520,0,0,0,0,0,0,0,2,2008,113000
923275090,20,37,6951,5,5,1984,1985,0,658,0,218,876,923,0,0,923,1,0,1,0,3,1,5,0,1984,1,264,362,0,0,0,0,0,0,10,2008,119500
923277030,20,60,6600,5,9,1982,2008,0,641,0,175,816,816,0,0,816,0,1,1,0,3,1,5,1,1982,1,264,0,0,0,0,0,0,0,10,2008,130500
923277040,20,60,6600,5,8,1982,2003,0,816,0,0,816,816,0,0,816,1,0,1,0,2,1,4,0,1985,2,816,0,0,0,0,0,0,0,6,2008,138000
923277080,20,60,6600,5,6,1982,2005,0,638,0,207,845,845,0,0,845,0,0,1,0,3,1,6,0,1982,1,264,0,0,0,0,0,0,0,7,2008,134500
923400040,50,75,12508,6,7,1940,1985,0,660,0,323,983,983,767,0,1750,1,0,2,0,4,1,7,0,1989,1,423,245,0,156,0,0,0,1300,7,2008,160000
923426010,20,74,12395,5,6,1984,1984,0,647,0,217,864,889,0,0,889,0,0,1,0,3,1,6,0,1984,2,484,0,0,0,0,0,0,0,4,2008,137500
