"PID","MS.SubClass","MS.Zoning","Lot.Frontage","Lot.Area","Street","Alley","Lot.Shape","Land.Contour","Utilities","Lot.Config","Land.Slope","Neighborhood","Condition.1","Condition.2","Bldg.Type","House.Style","Overall.Qual","Overall.Cond","Year.Built","Year.Remod.Add","Roof.Style","Roof.Matl","Exterior.1st","Exterior.2nd","Mas.Vnr.Type","Mas.Vnr.Area","Exter.Qual","Exter.Cond","Foundation","Bsmt.Qual","Bsmt.Cond","Bsmt.Exposure","BsmtFin.Type.1","BsmtFin.SF.1","BsmtFin.Type.2","BsmtFin.SF.2","Bsmt.Unf.SF","Total.Bsmt.SF","Heating","Heating.QC","Central.Air","Electrical","X1st.Flr.SF","X2nd.Flr.SF","Low.Qual.Fin.SF","Gr.Liv.Area","Bsmt.Full.Bath","Bsmt.Half.Bath","Full.Bath","Half.Bath","Bedroom.AbvGr","Kitchen.AbvGr","Kitchen.Qual","TotRms.AbvGrd","Functional","Fireplaces","Fireplace.Qu","Garage.Type","Garage.Yr.Blt","Garage.Finish","Garage.Cars","Garage.Area","Garage.Qual","Garage.Cond","Paved.Drive","Wood.Deck.SF","Open.Porch.SF","Enclosed.Porch","X3Ssn.Porch","Screen.Porch","Pool.Area","Pool.QC","Fence","Misc.Feature","Misc.Val","Mo.Sold","Yr.Sold","Sale.Type","Sale.Condition","SalePrice"
528431120,60,"RL",73,9801,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","2Story",8,5,2007,2007,"Gable","CompShg","VinylSd","VinylSd","Stone",156,"Gd","TA","PConc","Gd","TA","Av","Unf",0,"Unf",0,1341,1341,"GasA","Ex","Y","SBrkr",1341,520,0,1861,0,0,3,0,3,1,"Gd",7,"Typ",1,"Gd","BuiltIn",2007,"RFn",3,851,"TA","TA","Y",144,60,0,0,0,0,"Gd","MnPrv","Shed",0,7,2008,"WD ","Normal",257000
528435020,60,"RL",80,9428,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","2Story",8,5,2007,2008,"Hip","CompShg","VinylSd","VinylSd","Stone",310,"Gd","TA","PConc","Gd","TA","Av","GLQ",729,"Unf",0,226,955,"GasA","Ex","Y","SBrkr",955,919,0,1874,1,0,2,1,3,1,"Gd",8,"Typ",1,"Gd","Attchd",2007,"Fin",3,880,"TA","TA","Y",168,108,0,0,0,0,"Gd","MnPrv","Shed",0,2,2008,"New","Partial",297900
528439010,20,"RL",87,10037,"Pave","Grvl","Reg","Lvl","AllPub","Corner","Gtl","Somerst","Feedr","Norm","1Fam","1Story",8,5,2006,2007,"Hip","CompShg","VinylSd","VinylSd","",0,"Gd","TA","PConc","Ex","TA","No","GLQ",666,"Unf",0,794,1460,"GasA","Ex","Y","SBrkr",1460,0,0,1460,0,0,2,0,3,1,"Gd",6,"Typ",1,"Gd","Attchd",2006,"Fin",2,480,"TA","TA","Y",0,20,0,0,0,0,"Gd","MnPrv","Shed",0,8,2008,"WD ","Normal",247000
528458050,20,"FV",72,8640,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","1Story",7,5,2007,2008,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Ex","TA","No","Unf",0,"Unf",0,1372,1372,"GasA","Ex","Y","SBrkr",1372,0,0,1372,0,0,2,0,3,1,"Gd",6,"Typ",0,"Gd","Attchd",2008,"Fin",2,529,"TA","TA","Y",0,140,0,0,0,0,"Gd","MnPrv","Shed",0,5,2008,"New","Partial",250580
528477040,60,"FV",75,9803,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","2Story",7,5,2005,2005,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","GLQ",400,"Unf",0,466,866,"GasA","Gd","Y","SBrkr",866,902,0,1768,0,0,2,1,3,1,"Gd",7,"Typ",0,"Gd","Attchd",2005,"RFn",2,603,"TA","TA","Y",0,108,0,0,0,0,"Gd","MnPrv","Shed",0,2,2008,"WD ","Normal",226700
528478030,60,"FV",75,9375,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","2Story",8,5,2003,2004,"Hip","CompShg","VinylSd","VinylSd","BrkFace",768,"Gd","TA","PConc","Ex","TA","No","Unf",0,"Unf",0,1053,1053,"GasA","Ex","Y","SBrkr",1053,939,0,1992,0,0,2,1,3,1,"Gd",9,"Typ",1,"Gd","Attchd",2003,"RFn",2,648,"TA","TA","Y",140,45,0,0,0,0,"Gd","MnPrv","Shed",0,8,2008,"WD ","Normal",250000
528478040,60,"FV",85,10625,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","2Story",7,5,2005,2005,"Gable","CompShg","CemntBd","CmentBd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,1026,1026,"GasA","Ex","Y","SBrkr",1026,932,0,1958,0,0,2,1,3,1,"Gd",9,"Typ",1,"Gd","Attchd",2005,"Fin",3,936,"TA","TA","Y",154,210,0,0,0,0,"Gd","MnPrv","Shed",0,7,2008,"WD ","Normal",250000
528480160,60,"FV",65,8125,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","2Story",7,6,2007,2007,"Gable","CompShg","CemntBd","CmentBd","",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,813,813,"GasA","Ex","Y","SBrkr",822,843,0,1665,0,0,2,1,3,1,"Gd",7,"Typ",0,"Gd","Attchd",2007,"RFn",2,562,"TA","TA","Y",0,0,0,0,0,0,"Gd","MnPrv","Shed",0,5,2008,"WD ","Normal",205950
528482020,20,"FV",85,10625,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","1Story",8,5,2007,2007,"Gable","CompShg","VinylSd","VinylSd","BrkFace",292,"Gd","TA","PConc","Gd","TA","Av","Unf",0,"Unf",0,1660,1660,"GasA","Ex","Y","SBrkr",1660,0,0,1660,0,0,2,0,3,1,"Gd",7,"Typ",1,"Gd","Attchd",2007,"Fin",3,660,"TA","TA","Y",133,120,0,0,0,0,"Gd","MnPrv","Shed",0,6,2008,"WD ","Normal",256000
528490080,60,"FV",64,8791,"Pave","Grvl","IR1","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","2Story",6,5,2003,2003,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Rec",503,"Unf",0,361,864,"GasA","Ex","Y","SBrkr",864,864,0,1728,0,0,2,1,3,1,"Gd",7,"Typ",0,"Gd","Attchd",2003,"RFn",2,673,"TA","TA","Y",216,56,0,0,0,0,"Gd","MnPrv","Shed",0,5,2008,"WD ","Normal",207500
531363060,20,"RL",63,7500,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","1Fam","1Story",7,5,2004,2005,"Gable","CompShg","VinylSd","VinylSd","BrkFace",120,"TA","TA","PConc","Gd","TA","No","GLQ",680,"Unf",0,400,1080,"GasA","Ex","Y","SBrkr",1080,0,0,1080,1,0,1,0,3,1,"Gd",6,"Typ",0,"Gd","Attchd",1979,"Unf",0,0,"TA","TA","Y",0,0,0,0,0,0,"Gd","MnPrv","Shed",0,4,2008,"WD ","Normal",141000
531371070,60,"RL",68,10110,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","1Fam","2Story",6,5,2003,2003,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","Mn","GLQ",80,"ALQ",555,200,835,"GasA","Ex","Y","SBrkr",835,861,0,1696,1,0,2,1,3,1,"Gd",7,"Typ",0,"Gd","Attchd",2003,"RFn",2,542,"TA","TA","Y",143,66,0,0,0,0,"Gd","MnPrv","Shed",0,7,2008,"WD ","Normal",188000
531375050,20,"RL",63,13072,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","RRAe","Norm","1Fam","1Story",6,5,2005,2006,"Gable","CompShg","VinylSd","VinylSd","BrkFace",126,"TA","TA","PConc","Gd","Gd","No","GLQ",80,"Unf",0,1095,1175,"GasA","Ex","Y","SBrkr",1175,0,0,1175,1,0,1,0,3,1,"Gd",6,"Typ",0,"Gd","Attchd",1979,"Unf",0,0,"TA","TA","Y",0,90,0,0,0,0,"Gd","MnPrv","Shed",0,6,2008,"WD ","Normal",146000
531375110,20,"RL",66,13695,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","RRAe","Norm","1Fam","1Story",5,5,2004,2004,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","TA","TA","No","GLQ",646,"Unf",0,468,1114,"GasA","Ex","Y","SBrkr",1114,0,0,1114,1,0,1,1,3,1,"Gd",6,"Typ",0,"Gd","Detchd",2004,"Unf",2,576,"TA","TA","Y",0,102,0,0,0,0,"Gd","MnPrv","Shed",0,6,2008,"WD ","Normal",159000
531375120,20,"RL",66,13695,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","RRAe","Norm","1Fam","1Story",6,5,2003,2004,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","No","GLQ",814,"Unf",0,300,1114,"GasA","Ex","Y","SBrkr",1114,0,0,1114,1,0,1,0,3,1,"Gd",6,"Typ",0,"Gd","Detchd",2004,"Unf",2,576,"TA","TA","Y",0,78,0,0,0,0,"Gd","MnPrv","Shed",0,7,2008,"WD ","Normal",155000
531376070,20,"RL",81,9260,"Pave","Grvl","Reg","Lvl","AllPub","Corner","Gtl","SawyerW","Norm","Norm","1Fam","1Story",7,5,2007,2007,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","Mn","Unf",0,"Unf",0,1162,1162,"GasA","Ex","Y","SBrkr",1162,0,0,1162,0,0,2,0,3,1,"Gd",6,"Typ",0,"Gd","Attchd",2007,"Fin",2,483,"TA","TA","Y",0,32,0,0,0,0,"Gd","MnPrv","Shed",0,3,2008,"WD ","Normal",170000
531382090,60,"RL",65,8453,"Pave","Grvl","IR1","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","1Fam","2Story",6,5,1995,1995,"Gable","CompShg","VinylSd","VinylSd","BrkFace",38,"Gd","TA","PConc","Gd","TA","No","GLQ",362,"Unf",0,392,754,"GasA","Ex","Y","SBrkr",754,855,0,1609,0,0,2,1,3,1,"Gd",6,"Typ",0,"Gd","Attchd",1995,"RFn",2,525,"TA","TA","Y",0,70,0,0,0,0,"Gd","MnPrv","Shed",0,4,2008,"WD ","Normal",182000
531382110,60,"RL",50,8480,"Pave","Grvl","IR1","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","1Fam","2Story",6,5,1993,1994,"Gable","CompShg","HdBoard","HdBoard","BrkFace",120,"Gd","TA","PConc","Gd","TA","No","GLQ",602,"Unf",0,284,886,"GasA","Ex","Y","SBrkr",886,794,0,1680,0,1,2,1,3,1,"Gd",7,"Typ",0,"Gd","Attchd",1993,"RFn",2,474,"TA","TA","Y",144,96,0,0,0,0,"Gd","MnPrv","Shed",0,10,2008,"WD ","Normal",163000
531382120,20,"RL",65,8125,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","1Fam","1Story",6,5,1994,1998,"Gable","CompShg","HdBoard","HdBoard","BrkFace",258,"TA","TA","PConc","Gd","TA","No","GLQ",1138,"Unf",0,270,1408,"GasA","Ex","Y","SBrkr",1679,0,0,1679,1,0,2,0,3,1,"Gd",7,"Typ",1,"Fa","Attchd",1994,"RFn",2,575,"TA","TA","Y",224,42,0,0,0,0,"Gd","MnPrv","Shed",0,10,2008,"WD ","Normal",193500
531384030,60,"RL",43,14565,"Pave","Grvl","IR2","Lvl","AllPub","CulDSac","Gtl","SawyerW","Norm","Norm","1Fam","2Story",7,5,1994,1995,"Gable","CompShg","VinylSd","VinylSd","BrkFace",145,"Gd","TA","PConc","Gd","TA","Av","GLQ",537,"Unf",0,295,832,"GasA","Ex","Y","SBrkr",832,825,0,1657,0,0,2,1,3,1,"Gd",6,"Typ",0,"Gd","Attchd",1994,"RFn",2,483,"TA","TA","Y",144,74,0,0,0,0,"Gd","MnPrv","Shed",2000,11,2008,"WD ","Normal",189000
531385060,60,"RL",65,8450,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","1Fam","2Story",6,5,2001,2001,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","GLQ",472,"Unf",0,355,827,"GasA","Ex","Y","SBrkr",827,850,0,1677,1,0,2,1,3,1,"Gd",7,"Typ",0,"Gd","Attchd",2001,"RFn",2,627,"TA","TA","Y",0,68,0,0,0,0,"Gd","MnPrv","Shed",0,9,2008,"WD ","Normal",190500
531450030,60,"RL",75,8285,"Pave","Grvl","Reg","Lvl","AllPub","Corner","Gtl","SawyerW","Norm","Norm","1Fam","2Story",7,5,1992,1992,"Gable","CompShg","HdBoard","HdBoard","None",0,"Gd","TA","PConc","Gd","TA","No","GLQ",397,"Unf",0,439,836,"GasA","Gd","Y","SBrkr",844,893,0,1737,0,1,2,1,3,1,"Gd",7,"Typ",0,"Gd","Attchd",1992,"Fin",2,506,"TA","TA","Y",192,85,0,0,0,0,"Gd","MnPrv","Shed",0,5,2008,"WD ","Normal",175000
531450090,20,"RL",68,7153,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","1Fam","1Story",6,5,1991,1991,"Gable","CompShg","HdBoard","HdBoard","BrkFace",88,"TA","TA","CBlock","Gd","TA","No","GLQ",1200,"Unf",0,78,1278,"GasA","Gd","Y","SBrkr",1294,0,0,1294,1,0,2,0,3,1,"Gd",6,"Typ",0,"Gd","Attchd",1991,"RFn",2,496,"TA","TA","Y",112,51,0,0,0,0,"Gd","GdWo","Shed",0,6,2008,"WD ","Normal",179200
531450170,60,"RL",76,9291,"Pave","Grvl","IR1","Lvl","AllPub","Corner","Gtl","SawyerW","RRNe","Norm","1Fam","2Story",6,5,1993,1993,"Gable","CompShg","HdBoard","HdBoard","BrkFace",120,"Gd","TA","PConc","Gd","TA","No","GLQ",426,"Unf",0,406,832,"GasA","Ex","Y","SBrkr",832,878,0,1710,0,0,2,1,3,1,"Gd",7,"Typ",0,"Gd","Attchd",1993,"RFn",2,506,"TA","TA","Y",144,70,0,0,0,0,"Gd","MnPrv","Shed",0,6,2008,"WD ","Normal",187000
531451020,120,"RL",50,8012,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","TwnhsE","1Story",6,5,1993,1994,"Gable","CompShg","Plywood","Plywood","None",0,"Gd","TA","PConc","Gd","TA","No","LwQ",165,"GLQ",841,598,1604,"GasA","Ex","Y","SBrkr",1617,0,0,1617,1,0,2,0,2,1,"Gd",5,"Typ",1,"Fa","Attchd",1993,"RFn",2,533,"TA","TA","Y",0,69,0,0,0,0,"Gd","MnPrv","Shed",0,7,2008,"WD ","Normal",193000
531452140,120,"RL",55,7892,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","TwnhsE","1Story",6,5,1993,1993,"Gable","CompShg","Plywood","Plywood","None",0,"Gd","TA","PConc","Gd","TA","No","GLQ",300,"Unf",0,899,1199,"GasA","Ex","Y","SBrkr",1199,0,0,1199,0,0,2,0,2,1,"Gd",5,"Typ",0,"Gd","Attchd",1993,"RFn",2,530,"TA","TA","Y",0,63,0,0,0,0,"Gd","MnPrv","Shed",0,3,2008,"WD ","Normal",153900
532351050,20,"RL",70,9100,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","Sawyer","RRAe","Norm","1Fam","1Story",5,5,1963,1963,"Hip","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","PConc","TA","Gd","No","BLQ",53,"ALQ",799,132,984,"GasA","TA","Y","SBrkr",984,0,0,984,1,0,1,0,3,1,"TA",5,"Typ",1,"TA","Attchd",1963,"RFn",1,384,"TA","TA","Y",145,56,0,0,0,0,"Gd","MnPrv","Shed",400,8,2008,"WD ","Normal",128000
532353050,20,"RL",68,12968,"Pave","Grvl","IR2","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story",5,6,1962,1962,"Hip","CompShg","HdBoard","Plywood","None",0,"TA","TA","CBlock","TA","TA","No","ALQ",737,"Unf",0,175,912,"GasA","TA","Y","SBrkr",912,0,0,912,1,0,1,0,2,1,"TA",4,"Typ",0,"Gd","Detchd",1962,"Unf",1,352,"TA","TA","Y",140,0,0,0,176,0,"Gd","MnPrv","Shed",0,9,2008,"WD ","Normal",144000
532354150,20,"RL",75,8100,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","Sawyer","Feedr","Norm","1Fam","1Story",5,8,1961,2007,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","Gd","CBlock","TA","TA","No","ALQ",764,"Unf",0,100,864,"GasA","Ex","Y","SBrkr",864,0,0,864,1,0,1,0,3,1,"Gd",5,"Typ",1,"TA","Detchd",1962,"Unf",1,420,"TA","TA","Y",132,0,0,0,0,0,"Gd","MnPrv","Shed",0,7,2008,"WD ","Normal",135000
532376170,190,"RL",65,8450,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","Sawyer","RRAe","Norm","2fmCon","1Story",5,5,1968,1968,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","TA","Fa","Mn","ALQ",890,"Unf",0,0,890,"GasA","Gd","N","SBrkr",890,0,0,890,1,0,1,0,3,1,"TA",5,"Typ",0,"Gd","Detchd",1970,"Unf",1,308,"TA","TA","Y",0,0,0,0,0,0,"Gd","MnPrv","Shed",0,4,2008,"WD ","Normal",115000
532377020,20,"RL",60,6360,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story",5,5,1963,1963,"Hip","CompShg","Wd Sdng","HdBoard","None",0,"TA","TA","CBlock","Gd","Gd","No","ALQ",489,"Unf",0,375,864,"GasA","TA","Y","SBrkr",864,0,0,864,0,0,1,0,3,1,"TA",5,"Typ",0,"Gd","Attchd",1963,"Unf",1,276,"TA","TA","Y",0,0,0,0,0,0,"Gd","MnPrv","Shed",650,1,2008,"COD","Abnorml",119916
532378200,20,"RL",65,6768,"Pave","Grvl","IR1","Lvl","AllPub","Inside","Gtl","Sawyer","Feedr","Norm","1Fam","1Story",6,8,1961,1996,"Hip","CompShg","HdBoard","HdBoard","None",0,"TA","Gd","CBlock","TA","TA","Mn","GLQ",832,"Unf",0,80,912,"GasA","Gd","Y","SBrkr",912,0,0,912,1,1,1,0,3,1,"Gd",5,"Typ",0,"Gd","Detchd",1962,"Unf",1,288,"TA","TA","Y",168,0,0,0,0,0,"Gd","GdPrv","Shed",0,5,2008,"WD ","Normal",142000
532479020,50,"RL",70,10759,"Pave","Grvl","Reg","Lvl","AllPub","Corner","Gtl","Sawyer","Feedr","Norm","1Fam","1.5Fin",5,4,1972,1972,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","Gd","CBlock","Gd","TA","No","LwQ",190,"ALQ",811,0,1001,"GasA","TA","Y","SBrkr",1001,640,0,1641,0,0,2,0,4,1,"TA",5,"Typ",1,"Gd","Detchd",1972,"Unf",2,490,"TA","TA","Y",0,0,92,0,0,0,"Gd","GdPrv","Shed",0,7,2008,"WD ","Normal",140000
533125080,60,"RL",68,9205,"Pave","Grvl","IR1","Lvl","AllPub","Inside","Gtl","NoRidge","Norm","Norm","1Fam","2Story",6,5,1990,1991,"Hip","CompShg","HdBoard","HdBoard","BrkFace",304,"Gd","TA","PConc","Gd","TA","No","ALQ",704,"Unf",0,226,930,"GasA","Ex","Y","SBrkr",1364,1319,0,2683,1,0,2,1,4,1,"Gd",9,"Typ",2,"Gd","Attchd",1990,"RFn",2,473,"TA","TA","Y",237,251,0,0,196,0,"Gd","MnPrv","Shed",0,6,2008,"WD ","Normal",290000
533125140,60,"RL",105,11025,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","NoRidge","Norm","Norm","1Fam","1.5Fin",9,5,1993,1994,"Hip","CompShg","Wd Sdng","Wd Sdng","BrkFace",568,"Gd","TA","PConc","Gd","TA","Gd","BLQ",520,"Unf",0,1328,1848,"GasA","Ex","Y","SBrkr",1827,959,0,2786,1,0,2,1,4,1,"Gd",10,"Typ",1,"Ex","Attchd",1993,"Fin",2,636,"TA","TA","Y",294,49,0,0,0,0,"Gd","MnPrv","Shed",0,6,2008,"WD ","Normal",372500
533206050,120,"FV",59,4282,"Pave","Pave","IR2","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","TwnhsE","1Story",7,5,2004,2004,"Gable","CompShg","MetalSd","MetalSd","None",0,"Gd","TA","PConc","Gd","TA","Mn","GLQ",16,"Unf",0,1375,1391,"GasA","Ex","Y","SBrkr",1391,0,0,1391,0,0,2,0,2,1,"Gd",5,"Typ",0,"Gd","Attchd",2004,"RFn",2,530,"TA","TA","Y",156,158,0,0,0,0,"Gd","MnPrv","Shed",0,7,2008,"WD ","Normal",196000
533208080,160,"FV",35,4017,"Pave","Pave","IR1","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","TwnhsE","2Story",7,5,2006,2007,"Gable","CompShg","MetalSd","MetalSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,625,625,"GasA","Ex","Y","SBrkr",625,625,0,1250,0,0,2,1,2,1,"Gd",5,"Typ",0,"Gd","Detchd",2006,"Fin",2,625,"TA","TA","Y",0,54,0,0,0,0,"Gd","MnPrv","Shed",0,3,2008,"WD ","Normal",171900
533208140,120,"FV",37,3435,"Pave","Pave","IR1","Lvl","AllPub","Corner","Gtl","Somerst","Norm","Norm","TwnhsE","1Story",7,5,2004,2005,"Gable","CompShg","MetalSd","MetalSd","None",0,"Gd","TA","PConc","Gd","TA","No","GLQ",24,"Unf",0,1211,1235,"GasA","Ex","Y","SBrkr",1245,0,0,1245,0,0,2,0,1,1,"Gd",5,"Typ",0,"Gd","Attchd",2004,"RFn",2,495,"TA","TA","Y",0,100,0,0,0,0,"Gd","MnPrv","Shed",0,6,2008,"WD ","Normal",178000
533212140,160,"FV",30,3180,"Pave","Pave","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","TwnhsE","2Story",7,5,2007,2007,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,689,689,"GasA","Ex","Y","SBrkr",703,689,0,1392,0,0,2,0,2,1,"Gd",5,"Typ",0,"Gd","Detchd",2007,"Unf",2,540,"TA","TA","Y",0,102,0,0,0,0,"Gd","MnPrv","Shed",0,3,2008,"WD ","Abnorml",146000
533213070,160,"FV",24,2280,"Pave","Pave","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","Twnhs","2Story",7,5,1999,1999,"Gable","CompShg","MetalSd","MetalSd","BrkFace",360,"TA","TA","PConc","Gd","TA","No","ALQ",549,"Unf",0,195,744,"GasA","Gd","Y","SBrkr",757,744,0,1501,0,0,2,1,3,1,"TA",6,"Typ",0,"Gd","Detchd",1999,"Unf",2,440,"TA","TA","Y",0,0,0,0,0,0,"Gd","MnPrv","Shed",0,8,2008,"WD ","Normal",179400
533215030,120,"FV",68,4538,"Pave","Grvl","IR1","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","TwnhsE","1Story",9,5,2001,2001,"Gable","CompShg","VinylSd","VinylSd","BrkFace",179,"Gd","TA","PConc","Ex","TA","Av","GLQ",1004,"Unf",0,306,1310,"GasA","Ex","Y","SBrkr",1310,0,0,1310,1,0,1,1,1,1,"Gd",5,"Typ",1,"TA","Attchd",2001,"RFn",2,545,"TA","TA","Y",277,45,0,0,0,0,"Gd","MnPrv","Shed",0,7,2008,"WD ","Normal",285000
533215040,120,"FV",42,4385,"Pave","Grvl","IR1","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","TwnhsE","1Story",9,5,2001,2001,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Ex","TA","Av","GLQ",964,"Unf",0,455,1419,"GasA","Ex","Y","SBrkr",1419,0,0,1419,1,0,1,1,2,1,"Ex",5,"Typ",1,"TA","Attchd",2001,"Fin",2,588,"TA","TA","Y",155,58,0,0,0,0,"Gd","MnPrv","Shed",0,9,2008,"WD ","Normal",290000
533215080,120,"FV",50,5119,"Pave","Grvl","IR1","Lvl","AllPub","CulDSac","Gtl","Somerst","Norm","Norm","TwnhsE","1Story",9,5,1999,2000,"Gable","CompShg","MetalSd","MetalSd","BrkFace",60,"Gd","TA","PConc","Ex","TA","Av","GLQ",1238,"Unf",0,460,1698,"GasA","Ex","Y","SBrkr",1709,0,0,1709,1,0,2,0,2,1,"Gd",5,"Typ",1,"TA","Attchd",1999,"Fin",2,506,"TA","TA","Y",97,65,0,0,0,0,"Gd","MnPrv","Shed",0,1,2008,"CWD","Abnorml",328900
533217060,160,"FV",24,2160,"Pave","Pave","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","Twnhs","SLvl",7,5,1999,2000,"Gable","CompShg","VinylSd","VinylSd","BrkFace",216,"Gd","TA","PConc","Gd","TA","No","GLQ",600,"Unf",0,72,672,"GasA","Ex","Y","SBrkr",684,720,0,1404,1,0,2,1,3,1,"Gd",5,"Typ",0,"Gd","Detchd",1999,"Unf",2,462,"TA","TA","Y",20,0,0,0,0,0,"Gd","MnPrv","Shed",0,6,2008,"WD ","Normal",170000
533236060,160,"FV",24,2645,"Pave","Pave","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","Twnhs","2Story",8,5,1999,1999,"Gable","CompShg","MetalSd","MetalSd","BrkFace",466,"Gd","TA","PConc","Gd","TA","No","GLQ",612,"Unf",0,348,960,"GasA","Ex","Y","SBrkr",962,624,0,1586,1,0,2,1,3,1,"Gd",7,"Typ",0,"Gd","Detchd",1999,"Unf",2,480,"TA","TA","Y",169,0,0,0,0,0,"Gd","MnPrv","Shed",0,12,2008,"WD ","Normal",170000
533236070,160,"FV",24,2645,"Pave","Pave","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","Twnhs","2Story",8,5,1999,2000,"Gable","CompShg","MetalSd","MetalSd","BrkFace",456,"Gd","TA","PConc","Gd","TA","No","GLQ",813,"Unf",0,147,960,"GasA","Ex","Y","SBrkr",962,645,0,1607,1,0,2,1,3,1,"Gd",7,"Typ",0,"Gd","Detchd",2000,"Unf",2,480,"TA","TA","Y",169,0,0,0,0,0,"Gd","MnPrv","Shed",0,12,2008,"ConLD","Normal",200000
533236090,160,"FV",36,3951,"Pave","Pave","IR1","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","TwnhsE","2Story",10,5,1998,1999,"Gable","CompShg","BrkFace","MetalSd","None",0,"Ex","TA","PConc","Gd","TA","Mn","BLQ",128,"GLQ",842,0,970,"GasA","Ex","Y","SBrkr",1469,924,0,2393,1,0,2,1,2,1,"Ex",7,"Typ",1,"TA","Attchd",1998,"Fin",2,846,"TA","TA","Y",0,90,0,0,94,0,"Gd","MnPrv","Shed",0,2,2008,"WD ","Normal",345000
