"count","apparent_temperature","date","holiday","hour","humidity","month","season","temperature","weather","weekday","windspeed","working_day","year"
233,0.6212,"2012-03-08",FALSE,13,0.49,3,"winter",0.6,"2",4,0.6418,TRUE,1
203,0.6212,"2012-03-08",FALSE,14,0.43,3,"winter",0.62,"2",4,0.6418,TRUE,1
185,0.6212,"2012-03-08",FALSE,15,0.38,3,"winter",0.64,"1",4,0.6866,TRUE,1
342,0.6212,"2012-03-08",FALSE,16,0.41,3,"winter",0.62,"2",4,0.6418,TRUE,1
597,0.6212,"2012-03-08",FALSE,17,0.38,3,"winter",0.62,"1",4,0.6567,TRUE,1
590,0.6212,"2012-03-08",FALSE,18,0.38,3,"winter",0.62,"2",4,0.5522,TRUE,1
416,0.6212,"2012-03-08",FALSE,19,0.4,3,"winter",0.6,"2",4,0.4478,TRUE,1
302,0.6212,"2012-03-08",FALSE,20,0.43,3,"winter",0.6,"2",4,0.3881,TRUE,1
233,0.6212,"2012-03-08",FALSE,21,0.43,3,"winter",0.6,"1",4,0.3881,TRUE,1
153,0.5303,"2012-03-08",FALSE,22,0.49,3,"winter",0.56,"1",4,0.3284,TRUE,1
94,0.5303,"2012-03-08",FALSE,23,0.49,3,"winter",0.56,"2",4,0.4478,TRUE,1
54,0.5455,"2012-03-09",FALSE,0,0.49,3,"winter",0.58,"2",5,0.4627,TRUE,1
26,0.5303,"2012-03-09",FALSE,1,0.52,3,"winter",0.56,"3",5,0.4925,TRUE,1
11,0.4697,"2012-03-09",FALSE,2,0.77,3,"winter",0.48,"3",5,0.4179,TRUE,1
7,0.4545,"2012-03-09",FALSE,3,0.77,3,"winter",0.46,"1",5,0.5224,TRUE,1
1,0.4091,"2012-03-09",FALSE,4,0.66,3,"winter",0.4,"3",5,0.2836,TRUE,1
29,0.4091,"2012-03-09",FALSE,5,0.66,3,"winter",0.4,"3",5,0.2836,TRUE,1
85,0.4091,"2012-03-09",FALSE,6,0.5,3,"winter",0.4,"2",5,0.3582,TRUE,1
268,0.3939,"2012-03-09",FALSE,7,0.4,3,"winter",0.38,"2",5,0.2985,TRUE,1
501,0.2879,"2012-03-09",FALSE,8,0.42,3,"winter",0.34,"2",5,0.5224,TRUE,1
284,0.2879,"2012-03-09",FALSE,9,0.42,3,"winter",0.34,"2",5,0.5224,TRUE,1
159,0.2879,"2012-03-09",FALSE,10,0.36,3,"winter",0.34,"2",5,0.4925,TRUE,1
187,0.3333,"2012-03-09",FALSE,11,0.34,3,"winter",0.36,"2",5,0.3582,TRUE,1
201,0.3333,"2012-03-09",FALSE,12,0.34,3,"winter",0.36,"1",5,0.4179,TRUE,1
224,0.3939,"2012-03-09",FALSE,13,0.29,3,"winter",0.38,"2",5,0.3881,TRUE,1
178,0.4242,"2012-03-09",FALSE,14,0.28,3,"winter",0.42,"1",5,0.4627,TRUE,1
238,0.4545,"2012-03-09",FALSE,15,0.24,3,"winter",0.46,"1",5,0.2537,TRUE,1
343,0.4697,"2012-03-09",FALSE,16,0.23,3,"winter",0.48,"1",5,0.4179,TRUE,1
566,0.4545,"2012-03-09",FALSE,17,0.24,3,"winter",0.46,"1",5,0.3881,TRUE,1
470,0.4394,"2012-03-09",FALSE,18,0.26,3,"winter",0.44,"1",5,0.5224,TRUE,1
244,0.4242,"2012-03-09",FALSE,19,0.28,3,"winter",0.42,"1",5,0.6119,TRUE,1
159,0.3939,"2012-03-09",FALSE,20,0.32,3,"winter",0.38,"1",5,0.3582,TRUE,1
141,0.3333,"2012-03-09",FALSE,21,0.34,3,"winter",0.36,"1",5,0.3284,TRUE,1
107,0.2879,"2012-03-09",FALSE,22,0.31,3,"winter",0.34,"1",5,0.4925,TRUE,1
86,0.303,"2012-03-09",FALSE,23,0.33,3,"winter",0.32,"1",5,0.2985,TRUE,1
77,0.2727,"2012-03-10",FALSE,0,0.36,3,"winter",0.3,"1",6,0.3582,FALSE,1
51,0.2879,"2012-03-10",FALSE,1,0.36,3,"winter",0.3,"1",6,0.2537,FALSE,1
42,0.2424,"2012-03-10",FALSE,2,0.41,3,"winter",0.26,"1",6,0.2537,FALSE,1
16,0.2273,"2012-03-10",FALSE,3,0.41,3,"winter",0.26,"1",6,0.2985,FALSE,1
4,0.2121,"2012-03-10",FALSE,4,0.41,3,"winter",0.24,"1",6,0.3582,FALSE,1
10,0.2121,"2012-03-10",FALSE,5,0.42,3,"winter",0.22,"1",6,0.2836,FALSE,1
12,0.2121,"2012-03-10",FALSE,6,0.44,3,"winter",0.22,"1",6,0.2836,FALSE,1
40,0.2121,"2012-03-10",FALSE,7,0.44,3,"winter",0.22,"1",6,0.2537,FALSE,1
111,0.2121,"2012-03-10",FALSE,8,0.44,3,"winter",0.22,"1",6,0.2985,FALSE,1
148,0.2121,"2012-03-10",FALSE,9,0.41,3,"winter",0.24,"1",6,0.3284,FALSE,1
223,0.2273,"2012-03-10",FALSE,10,0.35,3,"winter",0.26,"1",6,0.4179,FALSE,1
274,0.2727,"2012-03-10",FALSE,11,0.33,3,"winter",0.3,"1",6,0.3284,FALSE,1
329,0.2727,"2012-03-10",FALSE,12,0.33,3,"winter",0.3,"1",6,0.3284,FALSE,1
357,0.303,"2012-03-10",FALSE,13,0.29,3,"winter",0.32,"1",6,0.2836,FALSE,1
379,0.3182,"2012-03-10",FALSE,14,0.27,3,"winter",0.34,"1",6,0.2836,FALSE,1
406,0.3636,"2012-03-10",FALSE,15,0.25,3,"winter",0.34,"1",6,0,FALSE,1
390,0.3636,"2012-03-10",FALSE,16,0.23,3,"winter",0.36,"1",6,0,FALSE,1
354,0.3788,"2012-03-10",FALSE,17,0.23,3,"winter",0.36,"1",6,0,FALSE,1
297,0.3636,"2012-03-10",FALSE,18,0.21,3,"winter",0.36,"1",6,0.0896,FALSE,1
184,0.3636,"2012-03-10",FALSE,19,0.25,3,"winter",0.34,"1",6,0,FALSE,1
121,0.3333,"2012-03-10",FALSE,20,0.33,3,"winter",0.32,"1",6,0.1343,FALSE,1
110,0.2879,"2012-03-10",FALSE,21,0.39,3,"winter",0.3,"1",6,0.2239,FALSE,1
100,0.2576,"2012-03-10",FALSE,22,0.44,3,"winter",0.26,"1",6,0.1642,FALSE,1
83,0.2576,"2012-03-10",FALSE,23,0.41,3,"winter",0.26,"1",6,0.194,FALSE,1
69,0.2879,"2012-03-11",FALSE,0,0.44,3,"winter",0.26,"1",0,0.0896,FALSE,1
61,0.2424,"2012-03-11",FALSE,1,0.52,3,"winter",0.24,"1",0,0.1642,FALSE,1
66,0.2424,"2012-03-11",FALSE,3,0.6,3,"winter",0.24,"1",0,0.1343,FALSE,1
22,0.2424,"2012-03-11",FALSE,4,0.6,3,"winter",0.24,"1",0,0.1343,FALSE,1
7,0.2424,"2012-03-11",FALSE,5,0.6,3,"winter",0.24,"1",0,0.1642,FALSE,1
10,0.2424,"2012-03-11",FALSE,6,0.7,3,"winter",0.24,"1",0,0.1642,FALSE,1
17,0.2273,"2012-03-11",FALSE,7,0.69,3,"winter",0.22,"1",0,0.1343,FALSE,1
72,0.2273,"2012-03-11",FALSE,8,0.69,3,"winter",0.22,"1",0,0.1343,FALSE,1
90,0.2576,"2012-03-11",FALSE,9,0.6,3,"winter",0.26,"1",0,0.2239,FALSE,1
218,0.303,"2012-03-11",FALSE,10,0.49,3,"winter",0.32,"1",0,0.2836,FALSE,1
299,0.3333,"2012-03-11",FALSE,11,0.43,3,"winter",0.36,"1",0,0.2836,FALSE,1
410,0.4091,"2012-03-11",FALSE,12,0.37,3,"winter",0.4,"1",0,0.2985,FALSE,1
464,0.4242,"2012-03-11",FALSE,13,0.41,3,"winter",0.42,"1",0,0.2985,FALSE,1
501,0.4545,"2012-03-11",FALSE,14,0.31,3,"winter",0.46,"1",0,0.2836,FALSE,1
487,0.4848,"2012-03-11",FALSE,15,0.29,3,"winter",0.5,"1",0,0.2985,FALSE,1
509,0.4848,"2012-03-11",FALSE,16,0.31,3,"winter",0.5,"1",0,0.3582,FALSE,1
498,0.5,"2012-03-11",FALSE,17,0.27,3,"winter",0.52,"1",0,0.2985,FALSE,1
389,0.5,"2012-03-11",FALSE,18,0.29,3,"winter",0.52,"1",0,0.2836,FALSE,1
258,0.4848,"2012-03-11",FALSE,19,0.31,3,"winter",0.5,"1",0,0.2836,FALSE,1
171,0.4394,"2012-03-11",FALSE,20,0.47,3,"winter",0.44,"1",0,0.2239,FALSE,1
147,0.4242,"2012-03-11",FALSE,21,0.54,3,"winter",0.42,"1",0,0.2239,FALSE,1
94,0.4091,"2012-03-11",FALSE,22,0.54,3,"winter",0.4,"1",0,0.194,FALSE,1
52,0.4091,"2012-03-11",FALSE,23,0.5,3,"winter",0.4,"1",0,0.1642,FALSE,1
24,0.3939,"2012-03-12",FALSE,0,0.54,3,"winter",0.38,"1",1,0.194,TRUE,1
10,0.3939,"2012-03-12",FALSE,1,0.5,3,"winter",0.38,"1",1,0.1343,TRUE,1
9,0.3939,"2012-03-12",FALSE,2,0.54,3,"winter",0.38,"1",1,0.1045,TRUE,1
2,0.3485,"2012-03-12",FALSE,3,0.5,3,"winter",0.36,"1",1,0.1343,TRUE,1
3,0.3333,"2012-03-12",FALSE,4,0.61,3,"winter",0.34,"1",1,0.194,TRUE,1
16,0.3333,"2012-03-12",FALSE,5,0.61,3,"winter",0.34,"1",1,0.194,TRUE,1
88,0.3485,"2012-03-12",FALSE,6,0.57,3,"winter",0.34,"1",1,0.1045,TRUE,1
268,0.3485,"2012-03-12",FALSE,7,0.53,3,"winter",0.34,"1",1,0.1045,TRUE,1
564,0.3333,"2012-03-12",FALSE,8,0.61,3,"winter",0.34,"1",1,0.1343,TRUE,1
281,0.3939,"2012-03-12",FALSE,9,0.54,3,"winter",0.38,"1",1,0.1642,TRUE,1
137,0.4091,"2012-03-12",FALSE,10,0.5,3,"winter",0.4,"1",1,0.2239,TRUE,1
150,0.4394,"2012-03-12",FALSE,11,0.44,3,"winter",0.44,"1",1,0.2239,TRUE,1
221,0.4697,"2012-03-12",FALSE,12,0.39,3,"winter",0.48,"1",1,0.2239,TRUE,1
250,0.5152,"2012-03-12",FALSE,13,0.32,3,"winter",0.54,"2",1,0.2537,TRUE,1
221,0.5455,"2012-03-12",FALSE,14,0.32,3,"winter",0.58,"2",1,0.2836,TRUE,1
233,0.5303,"2012-03-12",FALSE,15,0.4,3,"winter",0.56,"1",1,0.1343,TRUE,1
332,0.6212,"2012-03-12",FALSE,16,0.35,3,"winter",0.62,"1",1,0.4478,TRUE,1
644,0.6212,"2012-03-12",FALSE,17,0.38,3,"winter",0.62,"2",1,0.4179,TRUE,1
712,0.6212,"2012-03-12",FALSE,18,0.43,3,"winter",0.6,"2",1,0.194,TRUE,1
446,0.5303,"2012-03-12",FALSE,19,0.49,3,"winter",0.56,"2",1,0.2239,TRUE,1
286,0.5303,"2012-03-12",FALSE,20,0.49,3,"winter",0.56,"2",1,0.2239,TRUE,1
205,0.5152,"2012-03-12",FALSE,21,0.56,3,"winter",0.54,"2",1,0.2239,TRUE,1
133,0.5303,"2012-03-12",FALSE,22,0.56,3,"winter",0.56,"2",1,0.2239,TRUE,1
63,0.5303,"2012-03-12",FALSE,23,0.56,3,"winter",0.56,"1",1,0.2239,TRUE,1
26,0.5303,"2012-03-13",FALSE,0,0.52,3,"winter",0.56,"2",2,0.194,TRUE,1
16,0.5,"2012-03-13",FALSE,1,0.59,3,"winter",0.52,"2",2,0.2239,TRUE,1
1,0.5,"2012-03-13",FALSE,2,0.72,3,"winter",0.52,"3",2,0.2985,TRUE,1
2,0.5,"2012-03-13",FALSE,3,0.72,3,"winter",0.52,"3",2,0.2985,TRUE,1
1,0.4545,"2012-03-13",FALSE,4,0.82,3,"winter",0.46,"2",2,0.194,TRUE,1
24,0.4545,"2012-03-13",FALSE,5,0.82,3,"winter",0.46,"2",2,0.194,TRUE,1
113,0.4545,"2012-03-13",FALSE,6,0.82,3,"winter",0.46,"3",2,0.194,TRUE,1
308,0.4545,"2012-03-13",FALSE,7,0.82,3,"winter",0.46,"2",2,0.2836,TRUE,1
593,0.4545,"2012-03-13",FALSE,8,0.82,3,"winter",0.46,"1",2,0.2836,TRUE,1
342,0.4697,"2012-03-13",FALSE,9,0.82,3,"winter",0.48,"1",2,0.2836,TRUE,1
143,0.5,"2012-03-13",FALSE,10,0.77,3,"winter",0.52,"1",2,0.2239,TRUE,1
219,0.5152,"2012-03-13",FALSE,11,0.73,3,"winter",0.54,"1",2,0.2836,TRUE,1
244,0.6061,"2012-03-13",FALSE,12,0.6,3,"winter",0.6,"1",2,0.2836,TRUE,1
233,0.6061,"2012-03-13",FALSE,13,0.6,3,"winter",0.6,"1",2,0.3881,TRUE,1
212,0.6212,"2012-03-13",FALSE,14,0.53,3,"winter",0.64,"1",2,0.3284,TRUE,1
264,0.6364,"2012-03-13",FALSE,15,0.39,3,"winter",0.7,"1",2,0.2239,TRUE,1
365,0.6515,"2012-03-13",FALSE,16,0.34,3,"winter",0.72,"1",2,0.3881,TRUE,1
676,0.6364,"2012-03-13",FALSE,17,0.37,3,"winter",0.7,"1",2,0.1045,TRUE,1
734,0.6364,"2012-03-13",FALSE,18,0.34,3,"winter",0.7,"1",2,0.2985,TRUE,1
479,0.6212,"2012-03-13",FALSE,19,0.47,3,"winter",0.64,"1",2,0.2239,TRUE,1
351,0.6212,"2012-03-13",FALSE,20,0.49,3,"winter",0.6,"1",2,0.1642,TRUE,1
244,0.5455,"2012-03-13",FALSE,21,0.56,3,"winter",0.58,"1",2,0.1045,TRUE,1
170,0.5303,"2012-03-13",FALSE,22,0.6,3,"winter",0.56,"1",2,0.0896,TRUE,1
87,0.5303,"2012-03-13",FALSE,23,0.56,3,"winter",0.56,"1",2,0.1343,TRUE,1
39,0.5152,"2012-03-14",FALSE,0,0.6,3,"winter",0.54,"1",3,0.1045,TRUE,1
27,0.5,"2012-03-14",FALSE,1,0.63,3,"winter",0.52,"1",3,0.0896,TRUE,1
2,0.4848,"2012-03-14",FALSE,2,0.68,3,"winter",0.5,"1",3,0.194,TRUE,1
4,0.4697,"2012-03-14",FALSE,3,0.72,3,"winter",0.48,"1",3,0.194,TRUE,1
5,0.4697,"2012-03-14",FALSE,4,0.67,3,"winter",0.48,"1",3,0.0896,TRUE,1
27,0.4394,"2012-03-14",FALSE,5,0.82,3,"winter",0.44,"1",3,0.1343,TRUE,1
121,0.4394,"2012-03-14",FALSE,6,0.82,3,"winter",0.44,"1",3,0.0896,TRUE,1
368,0.4394,"2012-03-14",FALSE,7,0.82,3,"winter",0.44,"1",3,0.1045,TRUE,1
662,0.4394,"2012-03-14",FALSE,8,0.82,3,"winter",0.44,"1",3,0,TRUE,1
351,0.5,"2012-03-14",FALSE,9,0.68,3,"winter",0.52,"1",3,0,TRUE,1
188,0.5303,"2012-03-14",FALSE,10,0.56,3,"winter",0.56,"1",3,0.1045,TRUE,1
220,0.6212,"2012-03-14",FALSE,11,0.41,3,"winter",0.62,"2",3,0.1642,TRUE,1
267,0.6212,"2012-03-14",FALSE,12,0.29,3,"winter",0.64,"2",3,0,TRUE,1
254,0.6212,"2012-03-14",FALSE,13,0.27,3,"winter",0.66,"1",3,0.2239,TRUE,1
224,0.6364,"2012-03-14",FALSE,14,0.23,3,"winter",0.7,"1",3,0.3284,TRUE,1
283,0.6364,"2012-03-14",FALSE,15,0.24,3,"winter",0.7,"1",3,0,TRUE,1
356,0.6364,"2012-03-14",FALSE,16,0.25,3,"winter",0.72,"1",3,0.194,TRUE,1
782,0.6364,"2012-03-14",FALSE,17,0.28,3,"winter",0.7,"1",3,0.0896,TRUE,1
749,0.6364,"2012-03-14",FALSE,18,0.32,3,"winter",0.7,"1",3,0,TRUE,1
472,0.6212,"2012-03-14",FALSE,19,0.33,3,"winter",0.64,"1",3,0.1642,TRUE,1
330,0.6212,"2012-03-14",FALSE,20,0.35,3,"winter",0.62,"1",3,0.1045,TRUE,1
288,0.6212,"2012-03-14",FALSE,21,0.4,3,"winter",0.6,"1",3,0.0896,TRUE,1
202,0.5,"2012-03-14",FALSE,22,0.55,3,"winter",0.52,"1",3,0.1343,TRUE,1
91,0.5303,"2012-03-14",FALSE,23,0.43,3,"winter",0.56,"1",3,0.1642,TRUE,1
60,0.5152,"2012-03-15",FALSE,0,0.49,3,"winter",0.54,"1",4,0.1343,TRUE,1
23,0.4848,"2012-03-15",FALSE,1,0.59,3,"winter",0.5,"1",4,0.1045,TRUE,1
19,0.4848,"2012-03-15",FALSE,2,0.59,3,"winter",0.5,"1",4,0,TRUE,1
7,0.4848,"2012-03-15",FALSE,3,0.63,3,"winter",0.5,"1",4,0,TRUE,1
14,0.4394,"2012-03-15",FALSE,4,0.77,3,"winter",0.44,"1",4,0.1045,TRUE,1
26,0.4545,"2012-03-15",FALSE,5,0.67,3,"winter",0.46,"1",4,0,TRUE,1
117,0.4394,"2012-03-15",FALSE,6,0.72,3,"winter",0.44,"1",4,0.0896,TRUE,1
381,0.4394,"2012-03-15",FALSE,7,0.72,3,"winter",0.44,"1",4,0.0896,TRUE,1
623,0.4394,"2012-03-15",FALSE,8,0.77,3,"winter",0.44,"1",4,0.1045,TRUE,1
315,0.4697,"2012-03-15",FALSE,9,0.77,3,"winter",0.48,"1",4,0.0896,TRUE,1
164,0.5,"2012-03-15",FALSE,10,0.68,3,"winter",0.52,"1",4,0.1045,TRUE,1
211,0.5303,"2012-03-15",FALSE,11,0.6,3,"winter",0.56,"1",4,0.1343,TRUE,1
265,0.6212,"2012-03-15",FALSE,12,0.5,3,"winter",0.62,"2",4,0.1343,TRUE,1
273,0.6212,"2012-03-15",FALSE,13,0.41,3,"winter",0.66,"2",4,0.0896,TRUE,1
258,0.6515,"2012-03-15",FALSE,14,0.3,3,"winter",0.72,"2",4,0.1045,TRUE,1
287,0.6515,"2012-03-15",FALSE,15,0.32,3,"winter",0.72,"1",4,0.2239,TRUE,1
426,0.6515,"2012-03-15",FALSE,16,0.37,3,"winter",0.72,"1",4,0.3881,TRUE,1
713,0.6364,"2012-03-15",FALSE,17,0.39,3,"winter",0.7,"1",4,0.2537,TRUE,1
746,0.6212,"2012-03-15",FALSE,18,0.44,3,"winter",0.66,"1",4,0.2836,TRUE,1
425,0.6212,"2012-03-15",FALSE,19,0.5,3,"winter",0.64,"2",4,0.194,TRUE,1
330,0.5455,"2012-03-15",FALSE,20,0.6,3,"winter",0.58,"2",4,0.3582,TRUE,1
243,0.5152,"2012-03-15",FALSE,21,0.68,3,"winter",0.54,"1",4,0.2836,TRUE,1
169,0.5,"2012-03-15",FALSE,22,0.68,3,"winter",0.52,"1",4,0.1343,TRUE,1
97,0.4697,"2012-03-15",FALSE,23,0.72,3,"winter",0.48,"1",4,0.194,TRUE,1
57,0.4394,"2012-03-16",FALSE,0,0.77,3,"winter",0.44,"1",5,0.2537,TRUE,1
26,0.4242,"2012-03-16",FALSE,1,0.82,3,"winter",0.42,"2",5,0.3284,TRUE,1
4,0.4242,"2012-03-16",FALSE,2,0.82,3,"winter",0.42,"2",5,0.194,TRUE,1
3,0.4091,"2012-03-16",FALSE,3,0.87,3,"winter",0.4,"2",5,0.2836,TRUE,1
3,0.4091,"2012-03-16",FALSE,4,0.87,3,"winter",0.4,"2",5,0.2537,TRUE,1
32,0.4091,"2012-03-16",FALSE,5,0.87,3,"winter",0.4,"2",5,0.2239,TRUE,1
99,0.4091,"2012-03-16",FALSE,6,0.87,3,"winter",0.4,"2",5,0.1642,TRUE,1
278,0.4091,"2012-03-16",FALSE,7,0.87,3,"winter",0.4,"2",5,0.194,TRUE,1
562,0.4091,"2012-03-16",FALSE,8,0.87,3,"winter",0.4,"2",5,0.2239,TRUE,1
312,0.4242,"2012-03-16",FALSE,9,0.82,3,"winter",0.42,"2",5,0,TRUE,1
180,0.4091,"2012-03-16",FALSE,10,0.87,3,"winter",0.4,"2",5,0.0896,TRUE,1
207,0.4394,"2012-03-16",FALSE,11,0.77,3,"winter",0.44,"2",5,0,TRUE,1
294,0.4394,"2012-03-16",FALSE,12,0.82,3,"winter",0.44,"2",5,0.1343,TRUE,1
260,0.4545,"2012-03-16",FALSE,13,0.77,3,"winter",0.46,"2",5,0.0896,TRUE,1
202,0.4697,"2012-03-16",FALSE,14,0.72,3,"winter",0.48,"2",5,0,TRUE,1
107,0.4545,"2012-03-16",FALSE,15,0.82,3,"winter",0.46,"3",5,0.1045,TRUE,1
129,0.4697,"2012-03-16",FALSE,16,0.77,3,"winter",0.48,"3",5,0,TRUE,1
258,0.4697,"2012-03-16",FALSE,17,0.82,3,"winter",0.48,"3",5,0.0896,TRUE,1
408,0.4697,"2012-03-16",FALSE,18,0.82,3,"winter",0.48,"3",5,0.0896,TRUE,1
296,0.4545,"2012-03-16",FALSE,19,0.88,3,"winter",0.46,"2",5,0,TRUE,1
235,0.4545,"2012-03-16",FALSE,20,0.88,3,"winter",0.46,"1",5,0,TRUE,1
152,0.4394,"2012-03-16",FALSE,21,0.94,3,"winter",0.44,"2",5,0,TRUE,1
148,0.4394,"2012-03-16",FALSE,22,0.94,3,"winter",0.44,"2",5,0,TRUE,1
126,0.4394,"2012-03-16",FALSE,23,0.94,3,"winter",0.44,"2",5,0,TRUE,1
100,0.4394,"2012-03-17",FALSE,0,0.94,3,"winter",0.44,"2",6,0.0896,FALSE,1
69,0.4394,"2012-03-17",FALSE,1,0.94,3,"winter",0.44,"2",6,0,FALSE,1
42,0.4394,"2012-03-17",FALSE,2,0.88,3,"winter",0.44,"2",6,0,FALSE,1
26,0.4394,"2012-03-17",FALSE,3,0.88,3,"winter",0.44,"2",6,0,FALSE,1
2,0.4242,"2012-03-17",FALSE,4,0.94,3,"winter",0.42,"2",6,0,FALSE,1
8,0.4242,"2012-03-17",FALSE,5,0.94,3,"winter",0.42,"2",6,0.0896,FALSE,1
30,0.4242,"2012-03-17",FALSE,6,0.94,3,"winter",0.42,"2",6,0.194,FALSE,1
86,0.4091,"2012-03-17",FALSE,7,1,3,"winter",0.4,"2",6,0.1343,FALSE,1
218,0.4242,"2012-03-17",FALSE,8,0.94,3,"winter",0.42,"2",6,0.1045,FALSE,1
321,0.4394,"2012-03-17",FALSE,9,0.88,3,"winter",0.44,"2",6,0.0896,FALSE,1
443,0.4848,"2012-03-17",FALSE,10,0.77,3,"winter",0.5,"2",6,0.0896,FALSE,1
585,0.5,"2012-03-17",FALSE,11,0.77,3,"winter",0.52,"2",6,0.1343,FALSE,1
651,0.5303,"2012-03-17",FALSE,12,0.68,3,"winter",0.56,"1",6,0.1642,FALSE,1
686,0.6061,"2012-03-17",FALSE,13,0.6,3,"winter",0.6,"1",6,0.1045,FALSE,1
690,0.6212,"2012-03-17",FALSE,14,0.53,3,"winter",0.62,"1",6,0.0896,FALSE,1
679,0.6212,"2012-03-17",FALSE,15,0.53,3,"winter",0.64,"1",6,0.1343,FALSE,1
685,0.6212,"2012-03-17",FALSE,16,0.5,3,"winter",0.64,"1",6,0,FALSE,1
648,0.6212,"2012-03-17",FALSE,17,0.5,3,"winter",0.64,"1",6,0.1343,FALSE,1
560,0.6212,"2012-03-17",FALSE,18,0.57,3,"winter",0.62,"1",6,0.2985,FALSE,1
417,0.5455,"2012-03-17",FALSE,19,0.64,3,"winter",0.58,"1",6,0.2836,FALSE,1
271,0.5303,"2012-03-17",FALSE,20,0.64,3,"winter",0.56,"1",6,0.194,FALSE,1
223,0.5152,"2012-03-17",FALSE,21,0.68,3,"winter",0.54,"1",6,0.1642,FALSE,1
211,0.5152,"2012-03-17",FALSE,22,0.68,3,"winter",0.54,"1",6,0,FALSE,1
185,0.4848,"2012-03-17",FALSE,23,0.77,3,"winter",0.5,"1",6,0.1642,FALSE,1
107,0.4545,"2012-03-18",FALSE,0,0.88,3,"winter",0.46,"1",0,0.194,FALSE,1
113,0.4545,"2012-03-18",FALSE,1,0.82,3,"winter",0.46,"1",0,0.1343,FALSE,1
56,0.4545,"2012-03-18",FALSE,2,0.82,3,"winter",0.46,"2",0,0.1045,FALSE,1
18,0.4394,"2012-03-18",FALSE,3,0.88,3,"winter",0.44,"2",0,0.1343,FALSE,1
14,0.4242,"2012-03-18",FALSE,4,0.94,3,"winter",0.42,"2",0,0.1642,FALSE,1
6,0.4091,"2012-03-18",FALSE,5,0.94,3,"winter",0.4,"2",0,0.1045,FALSE,1
11,0.4091,"2012-03-18",FALSE,6,0.94,3,"winter",0.4,"2",0,0.1045,FALSE,1
42,0.4242,"2012-03-18",FALSE,7,0.88,3,"winter",0.42,"3",0,0.1642,FALSE,1
96,0.4242,"2012-03-18",FALSE,8,0.88,3,"winter",0.42,"2",0,0.1045,FALSE,1
178,0.4242,"2012-03-18",FALSE,9,0.88,3,"winter",0.42,"2",0,0.0896,FALSE,1
351,0.4242,"2012-03-18",FALSE,10,0.88,3,"winter",0.42,"2",0,0.1045,FALSE,1
368,0.4394,"2012-03-18",FALSE,11,0.82,3,"winter",0.44,"2",0,0.1642,FALSE,1
503,0.4394,"2012-03-18",FALSE,12,0.88,3,"winter",0.44,"2",0,0.1343,FALSE,1
544,0.4545,"2012-03-18",FALSE,13,0.82,3,"winter",0.46,"2",0,0.1642,FALSE,1
521,0.4848,"2012-03-18",FALSE,14,0.77,3,"winter",0.5,"2",0,0.0896,FALSE,1
554,0.5152,"2012-03-18",FALSE,15,0.68,3,"winter",0.54,"1",0,0.0896,FALSE,1
541,0.5152,"2012-03-18",FALSE,16,0.73,3,"winter",0.54,"1",0,0.0896,FALSE,1
541,0.5303,"2012-03-18",FALSE,17,0.64,3,"winter",0.56,"1",0,0.0896,FALSE,1
459,0.5303,"2012-03-18",FALSE,18,0.64,3,"winter",0.56,"1",0,0.1642,FALSE,1
352,0.5303,"2012-03-18",FALSE,19,0.64,3,"winter",0.56,"1",0,0.1642,FALSE,1
198,0.5,"2012-03-18",FALSE,20,0.77,3,"winter",0.52,"1",0,0.1343,FALSE,1
173,0.5,"2012-03-18",FALSE,21,0.72,3,"winter",0.52,"1",0,0.0896,FALSE,1
100,0.4848,"2012-03-18",FALSE,22,0.77,3,"winter",0.5,"1",0,0.1045,FALSE,1
46,0.4697,"2012-03-18",FALSE,23,0.82,3,"winter",0.48,"1",0,0.1642,FALSE,1
23,0.4697,"2012-03-19",FALSE,0,0.82,3,"winter",0.48,"1",1,0.1045,TRUE,1
15,0.4545,"2012-03-19",FALSE,1,0.88,3,"winter",0.46,"1",1,0.1045,TRUE,1
8,0.4545,"2012-03-19",FALSE,2,0.88,3,"winter",0.46,"1",1,0.1642,TRUE,1
2,0.4545,"2012-03-19",FALSE,3,0.88,3,"winter",0.46,"1",1,0.0896,TRUE,1
3,0.4394,"2012-03-19",FALSE,4,0.94,3,"winter",0.44,"1",1,0,TRUE,1
31,0.4394,"2012-03-19",FALSE,5,0.94,3,"winter",0.44,"1",1,0,TRUE,1
120,0.4545,"2012-03-19",FALSE,6,0.88,3,"winter",0.46,"1",1,0.1343,TRUE,1
354,0.4545,"2012-03-19",FALSE,7,0.88,3,"winter",0.46,"1",1,0.194,TRUE,1
579,0.4545,"2012-03-19",FALSE,8,0.88,3,"winter",0.46,"1",1,0.1045,TRUE,1
331,0.4848,"2012-03-19",FALSE,9,0.72,3,"winter",0.5,"1",1,0.1642,TRUE,1
184,0.5,"2012-03-19",FALSE,10,0.72,3,"winter",0.52,"1",1,0.1343,TRUE,1
201,0.5303,"2012-03-19",FALSE,11,0.68,3,"winter",0.56,"1",1,0.1642,TRUE,1
282,0.6061,"2012-03-19",FALSE,12,0.64,3,"winter",0.6,"1",1,0.2537,TRUE,1
263,0.6061,"2012-03-19",FALSE,13,0.61,3,"winter",0.62,"1",1,0.2537,TRUE,1
260,0.6212,"2012-03-19",FALSE,14,0.57,3,"winter",0.64,"2",1,0.194,TRUE,1
